global_id,class_id,is_visual_rep,r1,r2,r3,r4,r5,r6,r7,r8,r9,n_up,n_ne,n_nw
436,7,0,"nw(2,5)","ne(1,0)","nw(3,2)","nw(1,4)","nw(4,3)","ne(3,4)","nw(5,0)","nw(0,1)","ne(5,2)",0,3,6
437,7,0,"nw(2,5)","nw(3,0)","nw(1,2)","ne(2,1)","nw(4,3)","nw(5,4)","ne(4,5)","nw(0,1)","ne(0,3)",0,3,6
438,7,0,"nw(2,5)","nw(3,0)","nw(1,2)","ne(1,2)","nw(4,3)","ne(3,0)","nw(5,4)","nw(0,1)","ne(5,4)",0,3,6
439,7,0,"nw(2,5)","nw(4,5)","up(0,1)","up(5,3)","up(1,3)","nw(0,5)","up(2,1)","up(3,3)","up(4,1)",6,0,3
440,7,0,"nw(2,5)","nw(4,5)","up(0,1)","nw(1,3)","nw(3,3)","nw(5,3)","nw(0,5)","up(2,1)","up(4,1)",3,0,6
441,7,0,"nw(2,5)","nw(4,5)","up(5,1)","up(0,3)","up(1,1)","nw(0,5)","up(2,3)","up(3,1)","up(4,3)",6,0,3
442,7,0,"nw(2,5)","nw(4,5)","up(5,1)","nw(1,3)","nw(3,3)","up(1,1)","nw(5,3)","nw(0,5)","up(3,1)",3,0,6
443,7,0,"nw(2,5)","nw(4,5)","nw(1,1)","nw(3,1)","up(0,3)","nw(5,1)","nw(0,5)","up(2,3)","up(4,3)",3,0,6
444,7,0,"nw(2,5)","nw(4,5)","nw(1,1)","nw(3,1)","up(5,3)","nw(5,1)","up(1,3)","nw(0,5)","up(3,3)",3,0,6
445,7,0,"nw(1,0)","ne(2,5)","ne(1,2)","nw(3,4)","ne(3,0)","nw(5,2)","ne(4,3)","ne(5,4)","ne(0,1)",0,6,3
446,7,0,"nw(1,0)","ne(2,5)","nw(4,1)","nw(2,3)","nw(3,4)","nw(5,2)","ne(4,3)","nw(0,5)","ne(0,1)",0,3,6
447,7,0,"nw(1,0)","ne(1,0)","ne(2,1)","nw(3,4)","ne(3,4)","nw(5,2)","ne(4,5)","ne(5,2)","ne(0,3)",0,6,3
448,7,0,"nw(1,0)","ne(1,0)","nw(4,1)","nw(2,3)","nw(3,4)","ne(3,4)","nw(5,2)","nw(0,5)","ne(5,2)",0,3,6
449,7,1,"nw(1,0)","nw(3,0)","up(0,2)","up(5,4)","nw(5,0)","up(1,4)","up(2,2)","up(3,4)","up(4,2)",6,0,3
450,7,0,"nw(1,0)","nw(3,0)","up(0,2)","nw(2,4)","nw(4,4)","nw(5,0)","up(2,2)","nw(0,4)","up(4,2)",3,0,6
451,7,0,"nw(1,0)","nw(3,0)","up(5,2)","up(0,4)","nw(5,0)","up(1,2)","up(2,4)","up(3,2)","up(4,4)",6,0,3
452,7,0,"nw(1,0)","nw(3,0)","up(5,2)","nw(2,4)","nw(4,4)","nw(5,0)","up(1,2)","nw(0,4)","up(3,2)",3,0,6
453,7,0,"nw(1,0)","nw(3,0)","nw(2,2)","nw(4,2)","up(0,4)","nw(5,0)","nw(0,2)","up(2,4)","up(4,4)",3,0,6
454,7,0,"nw(1,0)","nw(3,0)","nw(2,2)","nw(4,2)","up(5,4)","nw(5,0)","up(1,4)","nw(0,2)","up(3,4)",3,0,6
455,7,0,"nw(1,0)","nw(4,5)","nw(2,1)","ne(2,1)","nw(3,4)","nw(5,2)","ne(4,5)","nw(0,3)","ne(0,3)",0,3,6
456,7,0,"nw(1,0)","nw(4,5)","nw(2,1)","ne(1,2)","nw(3,4)","ne(3,0)","nw(5,2)","nw(0,3)","ne(5,4)",0,3,6
