dataset,structure_id,config_id,n_til,dE_DFT_eV,dE_UMA_eV,ga_faces,h_faces
energy-2nd,278595,-1,0,0.684465,0.596977,28;42;56,1;3;5;9;11;13;19;21;25;35;37;39;53;61;63;65;69;71
energy-2nd,280472,-1,0,0.663102,0.602391,28;42;56,1;5;7;9;11;13;21;25;35;37;47;51;53;59;61;63;69;71
energy-2nd,281041,-1,0,0.472506,0.342359,28;42;56,1;3;7;9;11;13;21;25;33;35;37;51;53;59;61;63;67;71
energy-2nd,281248,-1,0,0.332826,0.291033,28;42;56,1;3;7;9;11;13;21;25;35;37;47;51;59;61;63;65;67;71
energy-2nd,283149,-1,0,0.987652,0.959184,28;42;56,1;3;5;7;9;11;13;15;21;25;35;37;51;61;63;65;67;71
energy-2nd,284329,-1,0,0.494985,0.421625,28;42;56,1;3;5;9;11;13;21;25;35;37;39;47;51;59;61;63;67;69
energy-2nd,284719,108511,1,0.178686,0.198612,28;42;56,1;3;7;9;11;13;21;25;35;37;39;51;59;61;63;65;67;71
energy-2nd,285054,-1,0,0.906616,0.778835,28;42;56,1;3;5;7;9;11;13;21;25;35;37;39;51;53;61;63;65;69
energy-2nd,285824,-1,0,1.876918,1.562741,28;42;56,1;9;11;13;15;21;25;33;35;37;39;47;51;53;61;63;65;71
energy-2nd,292629,-1,0,2.018662,1.746006,28;42;56,1;3;5;7;9;11;21;33;47;49;51;53;59;61;63;65;67;71
energy-2nd,299922,-1,0,1.001627,0.735619,28;42;56,3;5;7;9;11;13;21;33;35;39;47;49;51;53;61;63;67;69
energy-2nd,302162,-1,0,1.045618,0.825945,28;42;56,1;3;5;7;9;11;13;19;21;33;35;39;49;53;59;61;65;71
energy-2nd,305371,106572,1,0.434979,0.36848,28;42;56,1;3;5;7;9;11;13;15;21;35;39;47;49;51;53;59;61;69
energy-2nd,305489,102828,1,0.363341,0.308676,28;42;56,1;3;7;9;11;13;15;21;33;35;39;47;49;51;59;61;65;69
energy-2nd,306049,-1,0,0.814629,0.720155,28;42;56,1;3;5;9;11;13;19;21;35;47;49;53;59;61;63;67;69;71
energy-2nd,307374,-1,0,0.533259,0.513917,28;42;56,1;3;5;7;9;11;13;21;33;35;39;47;49;61;63;65;69;71
energy-2nd,308643,-1,0,1.21582,1.200721,28;42;56,1;3;5;9;11;13;15;21;33;39;49;59;61;63;65;67;69;71
energy-2nd,313740,-1,0,1.917772,1.636919,28;42;56,1;3;5;7;9;11;13;15;19;21;35;39;49;51;61;63;65;67
energy-2nd,317211,-1,0,1.041585,0.907703,28;42;56,3;5;7;9;11;19;21;25;33;35;47;49;51;59;61;63;67;71
energy-2nd,319567,-1,0,0.838918,0.709164,28;42;56,3;5;7;9;11;15;21;25;35;39;47;49;51;53;59;61;63;69
energy-2nd,319994,-1,0,1.182091,0.987042,28;42;56,3;9;11;15;19;21;25;35;39;49;51;53;59;61;63;65;67;69
energy-2nd,321343,-1,0,0.508315,0.373808,28;42;56,1;3;7;9;11;15;21;25;33;35;39;49;53;59;61;65;67;69
energy-2nd,323438,-1,0,1.368643,1.18687,28;42;56,1;5;9;11;15;19;21;25;33;39;47;49;51;59;61;65;69;71
energy-2nd,325067,-1,0,0.938068,0.774484,28;42;56,1;3;7;9;11;15;19;21;25;33;35;47;49;53;59;61;63;69
energy-2nd,326152,-1,0,1.369896,1.248481,28;42;56,1;3;5;7;9;11;19;21;25;39;47;49;53;61;63;65;69;71
energy-2nd,330683,-1,0,0.937674,0.800759,28;42;56,1;3;5;9;11;21;25;35;39;47;49;51;53;59;61;63;65;69
energy-2nd,331826,-1,0,1.546691,1.338528,28;42;56,1;3;7;9;11;15;21;25;33;39;49;51;53;59;61;63;69;71
energy-2nd,333095,-1,0,0.858873,0.653479,28;42;56,3;5;9;11;13;19;21;25;33;35;39;47;49;53;59;61;65;69
energy-2nd,333827,-1,0,1.014228,0.86469,28;42;56,3;5;9;11;13;15;21;25;33;35;39;49;53;61;65;67;69;71
energy-2nd,335125,-1,0,1.134787,1.00188,28;42;56,3;5;7;9;11;13;21;25;35;39;47;49;51;59;61;67;69;71
energy-2nd,335479,-1,0,0.761801,0.572838,28;42;56,3;5;9;11;13;21;25;33;35;39;49;51;53;59;61;65;69;71
energy-2nd,335511,-1,0,0.859326,0.666934,28;42;56,3;5;7;9;11;13;19;21;25;35;39;47;49;51;53;59;61;65
energy-2nd,336791,-1,0,0.959289,0.826202,28;42;56,3;5;7;9;11;13;15;21;25;39;47;49;51;53;61;65;69;71
energy-2nd,338313,-1,0,0.272271,0.20103,28;42;56,3;5;7;9;11;13;21;25;33;35;39;47;49;59;61;63;65;69
energy-2nd,338369,-1,0,0.488773,0.381265,28;42;56,3;5;9;11;13;19;21;25;33;35;39;49;59;61;63;65;67;69
energy-2nd,338541,-1,0,0.595937,0.521617,28;42;56,3;5;9;11;13;21;25;35;39;49;53;59;61;63;65;67;69;71
energy-2nd,339256,-1,0,0.406133,0.322766,28;42;56,3;7;9;11;13;15;21;25;33;35;39;49;53;59;61;63;67;71
energy-2nd,340229,-1,0,0.438259,0.336897,28;42;56,3;5;7;9;11;13;21;25;33;35;49;51;53;59;61;63;67;71
energy-2nd,340316,-1,0,0.322003,0.278681,28;42;56,3;5;7;9;11;13;21;25;33;35;47;49;51;61;63;65;69;71
energy-2nd,340445,-1,0,0.90023,0.768834,28;42;56,3;9;11;13;19;21;25;35;47;49;51;53;59;61;63;65;67;71
energy-2nd,340623,-1,0,0.933459,0.772992,28;42;56,5;9;11;13;15;21;25;33;35;47;49;51;59;61;63;67;69;71
energy-2nd,341858,-1,0,1.021915,0.936036,28;42;56,3;5;7;9;11;13;15;21;25;35;49;51;53;59;61;63;65;67
energy-2nd,342468,100923,1,0.399204,0.333825,28;42;56,3;5;7;9;11;13;21;25;33;35;39;49;51;59;61;63;67;69
energy-2nd,342478,-1,0,0.450751,0.391937,28;42;56,3;5;9;11;13;19;21;25;35;39;47;49;51;59;61;63;67;69
energy-2nd,342815,-1,0,0.41763,0.433636,28;42;56,3;5;7;9;11;13;21;25;35;39;49;51;59;61;63;65;69;71
energy-2nd,344380,-1,0,0.776708,0.706339,28;42;56,3;5;9;11;13;15;21;25;35;39;49;51;53;59;61;63;67;71
energy-2nd,345464,-1,0,1.142203,0.94292,28;42;56,1;3;9;11;13;15;19;21;25;33;35;47;49;53;59;61;67;69
energy-2nd,346545,-1,0,0.505481,0.414559,28;42;56,1;3;5;9;11;13;21;25;33;35;39;49;53;59;61;65;67;71
energy-2nd,347178,-1,0,1.122121,0.992838,28;42;56,1;3;5;7;9;11;13;15;21;25;33;35;39;47;49;59;61;67
energy-2nd,347801,-1,0,0.701624,0.635219,28;42;56,1;3;5;7;9;11;13;15;21;25;35;39;49;53;61;65;69;71
energy-2nd,348038,-1,0,0.513632,0.313825,28;42;56,1;5;7;9;11;13;21;25;33;35;47;49;51;53;59;61;65;69
energy-2nd,350436,-1,0,0.712039,0.689172,28;42;56,1;3;5;7;9;11;13;21;25;33;35;39;47;49;51;61;69;71
energy-2nd,350469,100947,1,0.501842,0.493203,28;42;56,1;3;5;7;9;11;13;21;25;33;35;39;49;51;59;61;67;71
energy-2nd,350539,-1,0,1.190422,0.908821,28;42;56,1;3;7;9;11;13;19;21;25;33;35;39;49;51;53;59;61;69
energy-2nd,350662,-1,0,0.453819,0.421143,28;42;56,1;3;5;9;11;13;21;25;35;39;47;49;51;53;61;67;69;71
energy-2nd,350836,-1,0,0.306031,0.28692,28;42;56,1;3;5;9;11;13;19;21;25;35;39;47;49;51;59;61;65;69
energy-2nd,351009,102606,1,0.442542,0.390112,28;42;56,1;3;7;9;11;13;21;25;35;39;49;51;53;59;61;65;67;71
energy-2nd,352387,-1,0,0.850031,0.778956,28;42;56,1;3;5;9;11;13;15;21;25;35;39;47;49;51;53;61;67;71
energy-2nd,352638,-1,0,0.774506,0.741017,28;42;56,1;3;5;9;11;13;15;21;25;35;39;47;49;51;59;61;65;67
energy-2nd,353719,-1,0,0.864379,0.791854,28;42;56,1;5;7;9;11;13;15;19;21;25;35;47;49;53;61;63;69;71
energy-2nd,354518,-1,0,1.0199,0.962423,28;42;56,1;3;7;9;11;13;15;19;21;25;35;47;49;61;63;65;67;69
energy-2nd,354824,-1,0,1.291241,1.154623,28;42;56,1;3;5;9;11;13;15;19;21;25;33;49;53;59;61;63;65;71
energy-2nd,354979,-1,0,1.295221,1.199244,28;42;56,1;7;9;11;13;19;21;25;35;39;49;53;59;61;63;67;69;71
energy-2nd,355136,-1,0,0.551599,0.4304,28;42;56,1;5;9;11;13;21;25;35;39;47;49;59;61;63;65;67;69;71
energy-2nd,355377,-1,0,0.43994,0.369514,28;42;56,1;5;9;11;13;19;21;25;35;39;49;53;59;61;63;65;67;69
energy-2nd,355467,-1,0,0.421239,0.323218,28;42;56,1;3;5;9;11;13;21;25;33;35;39;47;49;59;61;63;67;69
energy-2nd,355614,-1,0,0.436714,0.354006,28;42;56,1;3;5;7;9;11;13;21;25;33;35;39;49;53;59;61;63;71
energy-2nd,355624,-1,0,0.389361,0.335133,28;42;56,1;3;5;7;9;11;13;21;25;33;39;47;49;53;61;63;69;71
energy-2nd,355714,-1,0,0.557367,0.421015,28;42;56,1;3;5;9;11;13;19;21;25;33;39;49;53;59;61;63;67;69
energy-2nd,355826,-1,0,0.122832,0.139981,28;42;56,1;3;5;7;9;11;13;21;25;35;39;47;49;59;61;63;65;69
energy-2nd,355831,101067,2,0.162938,0.169857,28;42;56,1;3;5;7;9;11;13;21;25;33;35;39;49;59;61;63;65;69
energy-2nd,355847,-1,0,0.328893,0.283004,28;42;56,1;3;5;9;11;13;19;21;25;33;39;47;49;59;61;63;65;69
energy-2nd,356459,-1,0,0.422492,0.413361,28;42;56,1;5;9;11;13;15;21;25;35;39;47;49;53;61;63;67;69;71
energy-2nd,356866,101328,1,0.436394,0.440466,28;42;56,1;5;9;11;13;15;21;25;35;39;49;53;59;61;63;65;69;71
energy-2nd,357086,105921,1,0.484119,0.442312,28;42;56,1;3;5;7;9;11;13;15;21;25;33;39;47;49;59;61;63;69
energy-2nd,357214,-1,0,0.676053,0.598542,28;42;56,1;3;7;9;11;13;15;21;25;33;39;47;49;53;61;63;69;71
energy-2nd,357719,-1,0,0.797705,0.634332,28;42;56,1;3;7;9;11;13;15;21;25;33;35;39;49;53;59;61;63;65
energy-2nd,358160,-1,0,0.60876,0.47659,28;42;56,1;5;9;11;13;19;21;25;33;35;47;49;51;59;61;63;65;67
energy-2nd,358290,-1,0,0.54797,0.504069,28;42;56,1;5;7;9;11;13;21;25;35;47;49;51;53;61;63;65;69;71
energy-2nd,358768,-1,0,0.375549,0.359105,28;42;56,1;3;7;9;11;13;21;25;35;47;49;51;59;61;63;65;67;71
energy-2nd,358793,-1,0,0.586005,0.495695,28;42;56,1;3;9;11;13;19;21;25;33;35;49;51;59;61;63;65;67;69
energy-2nd,359711,-1,0,0.523272,0.501414,28;42;56,1;5;9;11;13;15;19;21;25;35;47;49;51;61;63;65;67;69
energy-2nd,360226,-1,0,1.194647,1.152331,28;42;56,1;3;9;11;13;15;19;21;25;35;49;51;53;59;61;63;69;71
energy-2nd,361337,-1,0,0.185181,0.188306,28;42;56,1;5;7;9;11;13;21;25;35;39;47;49;51;59;61;63;65;69
energy-2nd,362378,-1,0,0.826902,0.74346,28;42;56,1;3;5;9;11;13;21;25;33;35;39;49;51;61;63;65;67;69
energy-2nd,379017,-1,0,0.991906,0.714026,28;42;56,1;5;9;11;15;19;21;33;35;37;47;49;51;53;61;63;65;69
energy-2nd,379544,-1,0,0.696729,0.663736,28;42;56,1;3;5;7;9;11;15;21;33;37;47;49;51;59;61;63;65;69
energy-2nd,379932,-1,0,1.72407,1.523937,28;42;56,1;5;9;11;19;21;33;35;37;39;47;49;51;61;63;67;69;71
energy-2nd,386376,-1,0,1.106251,0.859759,28;42;56,5;7;9;11;13;15;21;33;35;37;39;49;51;53;61;65;69;71
energy-2nd,387654,-1,0,1.367433,1.223991,28;42;56,5;7;9;11;13;15;19;21;35;37;49;59;61;63;65;67;69;71
energy-2nd,388304,-1,0,1.460968,1.172882,28;42;56,5;9;11;13;21;33;35;37;39;47;49;53;59;61;63;67;69;71
energy-2nd,391705,-1,0,0.337573,0.330111,28;42;56,3;5;7;9;11;13;15;21;35;37;47;49;51;53;61;63;69;71
energy-2nd,398879,-1,0,0.500322,0.376469,28;42;56,1;3;5;9;11;13;21;33;35;37;47;49;51;53;61;65;69;71
energy-2nd,398939,-1,0,0.696947,0.606846,28;42;56,1;3;5;9;11;13;21;35;37;49;51;53;59;61;65;67;69;71
energy-2nd,399718,-1,0,0.440298,0.359861,28;42;56,1;3;5;7;9;11;13;15;21;33;37;47;49;51;53;59;61;69
energy-2nd,401223,-1,0,1.17291,1.055453,28;42;56,1;3;5;9;11;13;19;21;33;37;39;47;49;51;59;61;65;71
energy-2nd,403736,-1,0,0.597821,0.534179,28;42;56,1;3;5;7;9;11;13;19;21;33;35;37;49;59;61;63;65;69
energy-2nd,404129,-1,0,0.632723,0.615441,28;42;56,1;5;7;9;11;13;15;21;35;37;49;53;59;61;63;67;69;71
energy-2nd,404718,106603,1,0.296869,0.334199,28;42;56,1;3;5;7;9;11;13;15;21;35;37;47;49;53;61;63;69;71
energy-2nd,405674,-1,0,0.450467,0.388918,28;42;56,1;5;7;9;11;13;21;35;37;39;47;49;53;59;61;63;65;69
energy-2nd,408537,-1,0,0.520022,0.363264,28;42;56,1;5;7;9;11;13;21;35;37;47;49;51;59;61;63;65;67;69
energy-2nd,409338,-1,0,0.949172,0.8716,28;42;56,1;3;7;9;11;13;21;35;37;47;49;51;53;59;61;63;65;71
energy-2nd,409950,-1,0,0.294405,0.242888,28;42;56,1;7;9;11;13;15;21;33;35;37;47;49;51;61;63;65;67;71
energy-2nd,410048,-1,0,0.812,0.737834,28;42;56,1;5;7;9;11;13;15;19;21;37;47;49;51;61;63;65;69;71
energy-2nd,412368,-1,0,1.225834,0.967292,28;42;56,1;3;9;11;13;21;33;35;37;39;49;51;53;59;61;63;67;69
energy-2nd,414092,-1,0,0.581288,0.512829,28;42;56,1;3;5;7;9;11;13;15;21;35;37;39;49;51;59;61;63;69
energy-2nd,423353,97095,1,0.654232,0.609053,28;42;56,3;5;7;9;11;15;21;25;33;35;37;47;49;51;61;63;69;71
energy-2nd,424879,-1,0,1.382699,1.073198,28;42;56,3;5;7;9;11;21;25;33;35;37;39;47;49;51;53;61;63;67
energy-2nd,426141,-1,0,1.510485,1.334833,28;42;56,5;9;11;15;21;25;35;37;39;49;51;53;61;63;65;67;69;71
energy-2nd,429918,-1,0,0.767177,0.629787,28;42;56,1;3;9;11;15;21;25;33;35;37;39;49;53;59;61;65;67;71
energy-2nd,430773,-1,0,0.513921,0.472072,28;42;56,1;3;5;7;9;11;21;25;35;37;49;51;53;59;61;65;67;71
energy-2nd,430802,-1,0,0.51449,0.42608,28;42;56,1;3;5;9;11;19;21;25;35;37;49;51;53;59;61;65;67;69
energy-2nd,430944,-1,0,0.818406,0.703552,28;42;56,1;5;7;9;11;15;21;25;33;35;37;49;51;53;59;61;67;71
energy-2nd,431518,-1,0,0.868367,0.765899,28;42;56,1;3;7;9;11;15;19;21;25;35;37;49;51;53;61;67;69;71
energy-2nd,431593,-1,0,0.450359,0.371425,28;42;56,1;3;5;9;11;15;21;25;33;35;37;49;51;53;61;67;69;71
energy-2nd,431655,97032,1,0.41977,0.397963,28;42;56,1;3;7;9;11;15;21;25;33;35;37;47;49;51;61;65;69;71
energy-2nd,431688,98818,1,0.216714,0.213581,28;42;56,1;3;7;9;11;15;21;25;33;35;37;49;51;59;61;65;67;71
energy-2nd,431876,-1,0,0.469568,0.303748,28;42;56,1;3;7;9;11;15;21;25;33;35;37;47;49;51;53;61;65;69
energy-2nd,435449,-1,0,0.582579,0.469036,28;42;56,1;3;5;9;11;21;25;33;35;37;49;53;59;61;63;67;69;71
energy-2nd,436041,96743,1,0.788793,0.663282,28;42;56,1;5;9;11;15;19;21;25;33;35;37;47;49;59;61;63;65;69
energy-2nd,436542,106600,1,0.406659,0.410279,28;42;56,1;3;5;7;9;11;15;21;25;35;37;47;49;53;61;63;69;71
energy-2nd,436596,-1,0,0.313263,0.23965,28;42;56,1;3;5;9;11;15;21;25;33;35;37;49;53;59;61;63;67;69
energy-2nd,436749,99457,1,0.38888,0.395273,28;42;56,1;3;5;7;9;11;15;21;25;33;35;37;49;59;61;63;65;71
energy-2nd,436756,99421,2,0.285473,0.272978,28;42;56,1;3;5;7;9;11;15;21;25;33;35;37;49;59;61;63;65;69
energy-2nd,438988,-1,0,1.354203,1.021905,28;42;56,1;7;9;11;15;19;21;25;33;35;37;39;49;53;61;63;65;71
energy-2nd,439675,-1,0,0.311587,0.248367,28;42;56,1;3;7;9;11;15;21;25;33;35;37;39;49;59;61;63;65;69
energy-2nd,440652,-1,0,1.079314,0.98357,28;42;56,1;3;5;9;11;21;25;33;35;37;47;49;51;59;61;63;69;71
energy-2nd,440687,-1,0,0.488605,0.408602,28;42;56,1;3;5;7;9;11;21;25;33;35;37;47;49;51;59;61;63;67
energy-2nd,441046,-1,0,0.153865,0.146214,28;42;56,1;3;5;7;9;11;21;25;33;35;37;49;51;59;61;63;65;69
energy-2nd,441267,-1,0,1.101796,0.954214,28;42;56,1;3;7;9;11;19;21;25;35;37;47;49;51;53;61;63;65;67
energy-2nd,441425,-1,0,1.358447,1.156669,28;42;56,1;9;11;15;19;21;25;33;35;37;47;49;51;59;61;63;67;69
energy-2nd,441898,-1,0,0.340954,0.284153,28;42;56,1;5;7;9;11;15;21;25;33;35;37;49;51;59;61;63;65;67
energy-2nd,442244,-1,0,0.301224,0.267022,28;42;56,1;3;7;9;11;15;21;25;33;35;37;49;51;59;61;63;67;69
energy-2nd,442562,-1,0,0.3517,0.327501,28;42;56,1;3;5;7;9;11;15;21;25;35;37;49;51;53;59;61;63;69
energy-2nd,443524,-1,0,1.767872,1.55716,28;42;56,1;7;9;11;19;21;25;33;37;39;47;49;51;59;61;63;65;67
energy-2nd,447242,-1,0,1.496023,1.310957,28;42;56,3;9;11;13;15;19;21;25;33;35;37;47;49;59;61;65;67;71
energy-2nd,450024,-1,0,0.512521,0.384792,28;42;56,3;5;7;9;11;13;21;25;33;35;37;49;51;59;61;65;67;69
energy-2nd,451754,-1,0,2.105583,1.866497,28;42;56,7;9;11;13;19;21;25;35;37;39;49;51;59;61;65;67;69;71
energy-2nd,454310,-1,0,1.329578,1.133905,28;42;56,3;5;9;11;13;15;21;25;37;39;47;49;51;59;61;65;67;69
energy-2nd,459009,-1,0,0.546974,0.416157,28;42;56,3;5;7;9;11;13;15;21;25;35;37;39;49;53;61;63;69;71
energy-2nd,459774,-1,0,0.468397,0.399754,28;42;56,5;7;9;11;13;21;25;33;35;37;47;49;51;61;63;65;69;71
energy-2nd,460136,-1,0,0.343688,0.302289,28;42;56,3;5;7;9;11;13;21;25;33;35;37;47;49;51;61;63;67;71
energy-2nd,460248,-1,0,0.805154,0.683195,28;42;56,3;7;9;11;13;19;21;25;35;37;47;49;51;53;59;61;63;67
energy-2nd,460487,99051,2,0.135675,0.125702,28;42;56,3;5;7;9;11;13;21;25;33;35;37;49;51;59;61;63;65;71
energy-2nd,460493,-1,0,0.228306,0.162905,28;42;56,3;5;7;9;11;13;21;25;33;35;37;47;49;51;61;63;65;69
energy-2nd,465338,-1,0,1.608648,1.425012,28;42;56,3;5;9;11;13;15;21;25;35;37;39;47;49;51;59;61;63;71
energy-2nd,466318,-1,0,0.8783,0.831274,28;42;56,1;3;5;7;9;11;13;19;21;25;35;37;47;49;53;59;61;71
energy-2nd,466361,-1,0,0.549794,0.534346,28;42;56,1;3;5;9;11;13;19;21;25;35;37;49;53;59;61;67;69;71
energy-2nd,466462,-1,0,0.513848,0.499587,28;42;56,1;3;5;7;9;11;13;21;25;33;35;37;49;59;61;65;67;71
energy-2nd,468625,-1,0,1.161322,1.043879,28;42;56,1;3;7;9;11;13;21;25;33;35;37;39;47;49;53;61;69;71
energy-2nd,469184,-1,0,0.289406,0.275373,28;42;56,1;3;5;7;9;11;13;21;25;35;37;39;49;53;59;61;65;71
energy-2nd,469193,-1,0,0.157451,0.145837,28;42;56,1;3;5;7;9;11;13;21;25;35;37;39;49;53;59;61;65;69
energy-2nd,469504,-1,0,1.520375,1.265896,28;42;56,1;5;7;9;11;13;15;21;25;33;35;37;39;47;49;53;59;61
energy-2nd,471576,-1,0,0.535068,0.503325,28;42;56,1;3;5;7;9;11;13;21;25;33;35;37;47;49;51;61;67;71
energy-2nd,471934,98979,4,0.0,0.0,28;42;56,1;3;5;7;9;11;13;21;25;33;35;37;49;51;59;61;65;69
energy-2nd,471977,-1,0,0.304556,0.298134,28;42;56,1;3;5;9;11;13;21;25;33;35;37;49;51;59;61;65;67;71
energy-2nd,472115,-1,0,0.449453,0.335311,28;42;56,1;3;7;9;11;13;21;25;35;37;47;49;51;53;59;61;65;67
energy-2nd,472158,101937,1,0.527509,0.467981,28;42;56,1;3;7;9;11;13;19;21;25;35;37;49;51;53;61;65;67;71
energy-2nd,472196,98979,4,3.9e-05,0.000327,28;42;56,1;3;5;7;9;11;13;21;25;35;37;49;51;53;59;61;65;69
energy-2nd,472278,-1,0,0.512342,0.468113,28;42;56,1;3;5;9;11;13;19;21;25;35;37;49;51;53;61;65;67;71
energy-2nd,473623,-1,0,0.19328,0.243102,28;42;56,1;3;7;9;11;13;15;21;25;35;37;49;51;59;61;65;67;71
energy-2nd,477562,-1,0,0.380717,0.314639,28;42;56,1;5;7;9;11;13;21;25;33;35;37;49;53;59;61;63;67;71
energy-2nd,477703,-1,0,0.676354,0.554478,28;42;56,1;5;9;11;13;19;21;25;33;35;37;47;49;61;63;65;67;69
energy-2nd,477844,-1,0,0.444144,0.293613,28;42;56,1;5;9;11;13;19;21;25;33;35;37;49;53;59;61;63;65;69
energy-2nd,477881,-1,0,0.545172,0.42853,28;42;56,1;5;9;11;13;21;25;33;35;37;49;53;61;63;65;67;69;71
energy-2nd,477907,-1,0,0.796722,0.751266,28;42;56,1;5;9;11;13;19;21;25;37;47;49;53;59;61;63;65;67;71
energy-2nd,478019,99492,2,0.368089,0.337467,28;42;56,1;3;5;7;9;11;13;21;25;33;35;37;49;59;61;63;67;69
energy-2nd,478216,105571,1,0.136175,0.196237,28;42;56,1;3;5;7;9;11;13;21;25;35;37;49;53;59;61;63;67;71
energy-2nd,478356,-1,0,0.550639,0.531178,28;42;56,1;3;5;9;11;13;21;25;33;35;37;47;49;61;63;65;69;71
energy-2nd,478412,-1,0,0.4596,0.454162,28;42;56,1;3;5;9;11;13;21;25;33;35;37;49;59;61;63;65;67;71
energy-2nd,478455,-1,0,0.302739,0.319449,28;42;56,1;3;5;9;11;13;19;21;25;35;37;49;59;61;63;65;67;69
energy-2nd,478698,-1,0,0.606575,0.604722,28;42;56,1;3;5;7;9;11;13;21;25;35;37;49;53;61;63;65;67;71
energy-2nd,479688,-1,0,0.852261,0.792476,28;42;56,1;3;5;7;9;11;13;15;21;25;35;37;47;49;61;63;67;69
energy-2nd,481522,-1,0,0.414539,0.440549,28;42;56,1;3;7;9;11;13;21;25;35;37;39;49;53;59;61;63;67;71
energy-2nd,481721,-1,0,0.706574,0.702179,28;42;56,1;3;7;9;11;13;21;25;33;37;39;49;59;61;63;65;69;71
energy-2nd,481732,-1,0,0.742364,0.646411,28;42;56,1;3;9;11;13;19;21;25;33;35;37;39;49;59;61;63;65;69
energy-2nd,482115,-1,0,0.829403,0.696291,28;42;56,1;3;5;9;11;13;19;21;25;35;37;39;49;53;59;61;63;65
energy-2nd,483337,-1,0,1.496229,1.144799,28;42;56,1;3;5;7;9;11;13;15;19;21;25;33;37;39;49;61;63;67
energy-2nd,483774,-1,0,1.236707,1.177667,28;42;56,1;3;9;11;13;15;21;25;37;39;49;53;59;61;63;65;69;71
energy-2nd,484173,-1,0,0.857214,0.738946,28;42;56,1;5;7;9;11;13;21;25;33;37;49;51;53;61;63;67;69;71
energy-2nd,484309,-1,0,0.029371,0.020557,28;42;56,1;5;7;9;11;13;21;25;33;35;37;49;51;59;61;63;65;69
energy-2nd,484310,-1,0,0.230768,0.199631,28;42;56,1;5;7;9;11;13;21;25;33;37;47;49;51;59;61;63;65;69
energy-2nd,484339,-1,0,0.322614,0.307302,28;42;56,1;5;7;9;11;13;19;21;25;35;37;47;49;51;61;63;65;69
energy-2nd,484386,-1,0,0.322253,0.35018,28;42;56,1;5;9;11;13;19;21;25;35;37;49;51;59;61;63;65;67;71
energy-2nd,484662,-1,0,0.876402,0.799541,28;42;56,1;5;9;11;13;19;21;25;37;49;51;53;59;61;63;65;67;69
energy-2nd,484717,-1,0,0.537936,0.524979,28;42;56,1;3;7;9;11;13;21;25;33;35;37;49;51;61;63;67;69;71
energy-2nd,484817,-1,0,0.341868,0.377863,28;42;56,1;3;5;9;11;13;21;25;35;37;47;49;51;61;63;67;69;71
energy-2nd,484846,-1,0,0.488213,0.47179,28;42;56,1;3;5;9;11;13;19;21;25;35;37;47;49;51;59;61;63;67
energy-2nd,484864,-1,0,0.332694,0.314124,28;42;56,1;3;5;9;11;13;19;21;25;33;37;49;51;59;61;63;67;69
energy-2nd,484925,-1,0,1.274732,1.066676,28;42;56,1;3;7;9;11;13;19;21;25;33;37;47;49;51;53;61;63;71
energy-2nd,485024,-1,0,0.443443,0.445318,28;42;56,1;3;5;7;9;11;13;21;25;35;37;49;51;53;59;61;63;71
energy-2nd,485034,-1,0,0.50496,0.500989,28;42;56,1;3;5;7;9;11;13;21;25;37;47;49;51;53;59;61;63;69
energy-2nd,485275,-1,0,0.351378,0.413828,28;42;56,1;3;5;7;9;11;13;21;25;35;37;47;49;51;61;63;65;71
energy-2nd,485299,-1,0,0.666478,0.574172,28;42;56,1;3;5;9;11;13;19;21;25;33;35;37;49;51;59;61;63;65
energy-2nd,485308,109880,1,0.523375,0.566325,28;42;56,1;3;5;9;11;13;19;21;25;37;47;49;51;61;63;65;69;71
energy-2nd,485350,-1,0,0.228112,0.263605,28;42;56,1;3;5;7;9;11;13;21;25;35;37;49;51;59;61;63;65;67
energy-2nd,485697,-1,0,0.557292,0.53578,28;42;56,1;5;7;9;11;13;15;21;25;33;35;37;49;51;61;63;69;71
energy-2nd,485781,-1,0,0.336002,0.298217,28;42;56,1;5;9;11;13;15;19;21;25;35;37;49;51;59;61;63;67;69
energy-2nd,486011,-1,0,0.532324,0.49637,28;42;56,1;5;9;11;13;15;21;25;35;37;47;49;51;53;61;63;67;69
energy-2nd,486675,-1,0,0.973335,0.956406,28;42;56,1;3;5;7;9;11;13;15;21;25;37;49;51;59;61;63;69;71
energy-2nd,486690,-1,0,0.785589,0.713369,28;42;56,1;3;5;9;11;13;15;19;21;25;35;37;47;49;51;61;63;69
energy-2nd,486732,-1,0,0.47022,0.471588,28;42;56,1;3;5;9;11;13;15;21;25;33;37;47;49;51;61;63;67;69
energy-2nd,486954,-1,0,0.718948,0.686865,28;42;56,1;3;5;9;11;13;15;21;25;35;37;49;51;53;59;61;63;67
energy-2nd,487201,-1,0,1.105106,1.033025,28;42;56,1;3;9;11;13;15;21;25;35;37;47;49;51;53;61;63;65;69
energy-2nd,487468,-1,0,0.693627,0.677814,28;42;56,1;5;7;9;11;13;21;25;35;37;39;49;51;59;61;63;67;71
